plate,well,dye,sample,target
CLSTN1,M20,SYBR,2104,CLSTN1
CLSTN1,M21,SYBR,1763,CLSTN1
CLSTN1,M22,SYBR,2105,CLSTN1
CLSTN1,M23,SYBR,1764,CLSTN1
CLSTN1,M24,SYBR,2106,CLSTN1
CLSTN1,N1,SYBR,1803,CLSTN1
CLSTN1,N2,SYBR,2786,CLSTN1
CLSTN1,N3,SYBR,1804,CLSTN1
CLSTN1,N4,SYBR,2788,CLSTN1
CLSTN1,N5,SYBR,1805,CLSTN1
CLSTN1,N6,SYBR,2793,CLSTN1
CLSTN1,N7,SYBR,1806,CLSTN1
CLSTN1,N8,SYBR,2794,CLSTN1
CLSTN1,N9,SYBR,1810,CLSTN1
CLSTN1,N10,SYBR,2795,CLSTN1
CLSTN1,N11,SYBR,1811,CLSTN1
CLSTN1,N12,SYBR,2796,CLSTN1
CLSTN1,N13,SYBR,1812,CLSTN1
CLSTN1,N14,SYBR,STD_150000,CLSTN1
CLSTN1,N15,SYBR,1813,CLSTN1
CLSTN1,N16,SYBR,STD_150000,CLSTN1
CLSTN1,N17,SYBR,1815,CLSTN1
CLSTN1,N18,SYBR,STD_150000,CLSTN1
CLSTN1,N19,SYBR,1816,CLSTN1
CLSTN1,N20,SYBR,STD_15000,CLSTN1
CLSTN1,N21,SYBR,1818,CLSTN1
CLSTN1,N22,SYBR,STD_15000,CLSTN1
CLSTN1,N23,SYBR,1819,CLSTN1
CLSTN1,N24,SYBR,STD_15000,CLSTN1
CLSTN1,O1,SYBR,1765,CLSTN1
CLSTN1,O2,SYBR,2107,CLSTN1
CLSTN1,O3,SYBR,1766,CLSTN1
CLSTN1,O4,SYBR,2108,CLSTN1
CLSTN1,O5,SYBR,1767,CLSTN1
CLSTN1,O6,SYBR,2110,CLSTN1
CLSTN1,O7,SYBR,1769,CLSTN1
CLSTN1,O8,SYBR,2112,CLSTN1
CLSTN1,O9,SYBR,1770,CLSTN1
CLSTN1,O10,SYBR,2114,CLSTN1
CLSTN1,O11,SYBR,1771,CLSTN1
CLSTN1,O12,SYBR,2115,CLSTN1
CLSTN1,O13,SYBR,1772,CLSTN1
CLSTN1,O14,SYBR,2116,CLSTN1
CLSTN1,O15,SYBR,1773,CLSTN1
CLSTN1,O16,SYBR,2118,CLSTN1
CLSTN1,O17,SYBR,1879,CLSTN1
CLSTN1,O18,SYBR,2119,CLSTN1
CLSTN1,O19,SYBR,1880,CLSTN1
CLSTN1,O20,SYBR,2121,CLSTN1
CLSTN1,O21,SYBR,1881,CLSTN1
CLSTN1,O22,SYBR,2122,CLSTN1
CLSTN1,O23,SYBR,1882,CLSTN1
CLSTN1,O24,SYBR,2159,CLSTN1
CLSTN1,P1,SYBR,1820,CLSTN1
CLSTN1,P2,SYBR,STD_1500,CLSTN1
CLSTN1,P3,SYBR,1821,CLSTN1
CLSTN1,P4,SYBR,STD_1500,CLSTN1
CLSTN1,P5,SYBR,1822,CLSTN1
CLSTN1,P6,SYBR,STD_1500,CLSTN1
CLSTN1,P7,SYBR,1823,CLSTN1
CLSTN1,P8,SYBR,STD_150,CLSTN1
CLSTN1,P9,SYBR,1824,CLSTN1
CLSTN1,P10,SYBR,STD_150,CLSTN1
CLSTN1,P11,SYBR,1825,CLSTN1
CLSTN1,P12,SYBR,STD_150,CLSTN1
CLSTN1,P13,SYBR,1826,CLSTN1
CLSTN1,P14,SYBR,STD_15,CLSTN1
CLSTN1,P15,SYBR,1827,CLSTN1
CLSTN1,P16,SYBR,STD_15,CLSTN1
CLSTN1,P17,SYBR,1828,CLSTN1
CLSTN1,P18,SYBR,STD_15,CLSTN1
CLSTN1,P19,SYBR,1829,CLSTN1
CLSTN1,P20,SYBR,water,NA
CLSTN1,P21,SYBR,1830,CLSTN1
CLSTN1,P22,SYBR,water,NA
CLSTN1,P23,SYBR,1831,CLSTN1
CLSTN1,P24,SYBR,water,NA
CDKN3,A1,SYBR,1495,CDKN3
CDKN3,A2,SYBR,1832,CDKN3
CDKN3,A3,SYBR,1496,CDKN3
CDKN3,A4,SYBR,1834,CDKN3
CDKN3,A5,SYBR,1497,CDKN3
CDKN3,A6,SYBR,1835,CDKN3
CDKN3,A7,SYBR,1498,CDKN3
CDKN3,A8,SYBR,1836,CDKN3
CDKN3,A9,SYBR,1499,CDKN3
CDKN3,A10,SYBR,1837,CDKN3
CDKN3,A11,SYBR,1500,CDKN3
CDKN3,A12,SYBR,1839,CDKN3
CDKN3,A13,SYBR,1501,CDKN3
CDKN3,A14,SYBR,1840,CDKN3
CDKN3,A15,SYBR,1503,CDKN3
CDKN3,A16,SYBR,1841,CDKN3
CDKN3,A17,SYBR,1507,CDKN3
CDKN3,A18,SYBR,1842,CDKN3
CDKN3,A19,SYBR,1508,CDKN3
CDKN3,A20,SYBR,1844,CDKN3
CDKN3,A21,SYBR,1510,CDKN3
CDKN3,A22,SYBR,1846,CDKN3
CDKN3,A23,SYBR,1511,CDKN3
CDKN3,A24,SYBR,1848,CDKN3
CDKN3,B1,SYBR,1883,CDKN3
CDKN3,B2,SYBR,2160,CDKN3
CDKN3,B3,SYBR,1884,CDKN3
CDKN3,B4,SYBR,2161,CDKN3
CDKN3,B5,SYBR,1885,CDKN3
CDKN3,B6,SYBR,2162,CDKN3
CDKN3,B7,SYBR,1886,CDKN3
CDKN3,B8,SYBR,2163,CDKN3
CDKN3,B9,SYBR,1887,CDKN3
CDKN3,B10,SYBR,2164,CDKN3
CDKN3,B11,SYBR,1888,CDKN3
CDKN3,B12,SYBR,2165,CDKN3
CDKN3,B13,SYBR,1889,CDKN3
CDKN3,B14,SYBR,2166,CDKN3
CDKN3,B15,SYBR,1890,CDKN3
CDKN3,B16,SYBR,2167,CDKN3
CDKN3,B17,SYBR,1891,CDKN3
CDKN3,B18,SYBR,2168,CDKN3
CDKN3,B19,SYBR,1892,CDKN3
CDKN3,B20,SYBR,2169,CDKN3
CDKN3,B21,SYBR,1893,CDKN3
CDKN3,B22,SYBR,2170,CDKN3
CDKN3,B23,SYBR,1894,CDKN3
CDKN3,B24,SYBR,2171,CDKN3
CDKN3,C1,SYBR,1512,CDKN3
CDKN3,C2,SYBR,1849,CDKN3
CDKN3,C3,SYBR,1513,CDKN3
CDKN3,C4,SYBR,1850,CDKN3
CDKN3,C5,SYBR,1514,CDKN3
CDKN3,C6,SYBR,1852,CDKN3
CDKN3,C7,SYBR,1515,CDKN3
CDKN3,C8,SYBR,1853,CDKN3
CDKN3,C9,SYBR,1516,CDKN3
CDKN3,C10,SYBR,1854,CDKN3
CDKN3,C11,SYBR,1517,CDKN3
CDKN3,C12,SYBR,1855,CDKN3
CDKN3,C13,SYBR,1535,CDKN3
CDKN3,C14,SYBR,1856,CDKN3
CDKN3,C15,SYBR,1536,CDKN3
CDKN3,C16,SYBR,1857,CDKN3
CDKN3,C17,SYBR,1538,CDKN3
CDKN3,C18,SYBR,1858,CDKN3
CDKN3,C19,SYBR,1539,CDKN3
CDKN3,C20,SYBR,1859,CDKN3
CDKN3,C21,SYBR,1540,CDKN3
CDKN3,C22,SYBR,1860,CDKN3
CDKN3,C23,SYBR,1541,CDKN3
CDKN3,C24,SYBR,1861,CDKN3
CDKN3,D1,SYBR,1895,CDKN3
CDKN3,D2,SYBR,2172,CDKN3
CDKN3,D3,SYBR,1896,CDKN3
CDKN3,D4,SYBR,939,CDKN3
CDKN3,D5,SYBR,1897,CDKN3
CDKN3,D6,SYBR,1136,CDKN3
CDKN3,D7,SYBR,1898,CDKN3
CDKN3,D8,SYBR,1231,CDKN3
CDKN3,D9,SYBR,1899,CDKN3
CDKN3,D10,SYBR,1687,CDKN3
CDKN3,D11,SYBR,1901,CDKN3
CDKN3,D12,SYBR,2530,CDKN3
CDKN3,D13,SYBR,1902,CDKN3
CDKN3,D14,SYBR,2659,CDKN3
CDKN3,D15,SYBR,1905,CDKN3
CDKN3,D16,SYBR,2660,CDKN3
CDKN3,D17,SYBR,1906,CDKN3
CDKN3,D18,SYBR,2661,CDKN3
CDKN3,D19,SYBR,1907,CDKN3
CDKN3,D20,SYBR,2666,CDKN3
CDKN3,D21,SYBR,1908,CDKN3
CDKN3,D22,SYBR,2709,CDKN3
CDKN3,D23,SYBR,1909,CDKN3
CDKN3,D24,SYBR,2710,CDKN3
CDKN3,E1,SYBR,1542,CDKN3
CDKN3,E2,SYBR,1939,CDKN3
CDKN3,E3,SYBR,1693,CDKN3
CDKN3,E4,SYBR,1940,CDKN3
CDKN3,E5,SYBR,1694,CDKN3
CDKN3,E6,SYBR,1941,CDKN3
CDKN3,E7,SYBR,1695,CDKN3
CDKN3,E8,SYBR,1942,CDKN3
CDKN3,E9,SYBR,1696,CDKN3
CDKN3,E10,SYBR,1943,CDKN3
CDKN3,E11,SYBR,1697,CDKN3
CDKN3,E12,SYBR,1944,CDKN3
CDKN3,E13,SYBR,1698,CDKN3
CDKN3,E14,SYBR,1945,CDKN3
CDKN3,E15,SYBR,1699,CDKN3
CDKN3,E16,SYBR,1946,CDKN3
CDKN3,E17,SYBR,1700,CDKN3
CDKN3,E18,SYBR,1947,CDKN3
CDKN3,E19,SYBR,1701,CDKN3
CDKN3,E20,SYBR,1948,CDKN3
CDKN3,E21,SYBR,1702,CDKN3
CDKN3,E22,SYBR,1949,CDKN3
CDKN3,E23,SYBR,1686,CDKN3
CDKN3,E24,SYBR,1950,CDKN3
CDKN3,F1,SYBR,1910,CDKN3
CDKN3,F2,SYBR,2711,CDKN3
CDKN3,F3,SYBR,1912,CDKN3
CDKN3,F4,SYBR,2712,CDKN3
CDKN3,F5,SYBR,1914,CDKN3
CDKN3,F6,SYBR,2713,CDKN3
CDKN3,F7,SYBR,1915,CDKN3
CDKN3,F8,SYBR,2714,CDKN3
CDKN3,F9,SYBR,1916,CDKN3
CDKN3,F10,SYBR,2715,CDKN3
CDKN3,F11,SYBR,1917,CDKN3
CDKN3,F12,SYBR,2718,CDKN3
CDKN3,F13,SYBR,1918,CDKN3
CDKN3,F14,SYBR,2719,CDKN3
CDKN3,F15,SYBR,1919,CDKN3
CDKN3,F16,SYBR,2738,CDKN3
CDKN3,F17,SYBR,1920,CDKN3
CDKN3,F18,SYBR,2742,CDKN3
CDKN3,F19,SYBR,1921,CDKN3
CDKN3,F20,SYBR,2743,CDKN3
CDKN3,F21,SYBR,1922,CDKN3
CDKN3,F22,SYBR,2745,CDKN3
CDKN3,F23,SYBR,1924,CDKN3
CDKN3,F24,SYBR,2746,CDKN3
CDKN3,G1,SYBR,1677,CDKN3
CDKN3,G2,SYBR,1951,CDKN3
CDKN3,G3,SYBR,1672,CDKN3
CDKN3,G4,SYBR,1952,CDKN3
CDKN3,G5,SYBR,520,CDKN3
CDKN3,G6,SYBR,1953,CDKN3
CDKN3,G7,SYBR,1716,CDKN3
CDKN3,G8,SYBR,1954,CDKN3
CDKN3,G9,SYBR,1717,CDKN3
CDKN3,G10,SYBR,1955,CDKN3
CDKN3,G11,SYBR,1720,CDKN3
CDKN3,G12,SYBR,1956,CDKN3
CDKN3,G13,SYBR,1722,CDKN3
CDKN3,G14,SYBR,1957,CDKN3
CDKN3,G15,SYBR,827,CDKN3
CDKN3,G16,SYBR,1958,CDKN3
CDKN3,G17,SYBR,266,CDKN3
CDKN3,G18,SYBR,1959,CDKN3
CDKN3,G19,SYBR,127,CDKN3
CDKN3,G20,SYBR,1960,CDKN3
CDKN3,G21,SYBR,315,CDKN3
CDKN3,G22,SYBR,1961,CDKN3
CDKN3,G23,SYBR,126,CDKN3
CDKN3,G24,SYBR,1962,CDKN3
CDKN3,H1,SYBR,1928,CDKN3
CDKN3,H2,SYBR,2748,CDKN3
CDKN3,H3,SYBR,1929,CDKN3
CDKN3,H4,SYBR,2253,CDKN3
CDKN3,H5,SYBR,1931,CDKN3
CDKN3,H6,SYBR,2257,CDKN3
CDKN3,H7,SYBR,1932,CDKN3
CDKN3,H8,SYBR,2704,CDKN3
CDKN3,H9,SYBR,1933,CDKN3
CDKN3,H10,SYBR,2705,CDKN3
CDKN3,H11,SYBR,1934,CDKN3
CDKN3,H12,SYBR,2706,CDKN3
CDKN3,H13,SYBR,1935,CDKN3
CDKN3,H14,SYBR,2752,CDKN3
CDKN3,H15,SYBR,1936,CDKN3
CDKN3,H16,SYBR,2753,CDKN3
CDKN3,H17,SYBR,1937,CDKN3
CDKN3,H18,SYBR,2754,CDKN3
CDKN3,H19,SYBR,1938,CDKN3
CDKN3,H20,SYBR,2755,CDKN3
CDKN3,H21,SYBR,1774,CDKN3
CDKN3,H22,SYBR,2756,CDKN3
CDKN3,H23,SYBR,1775,CDKN3
CDKN3,H24,SYBR,2757,CDKN3
CDKN3,I1,SYBR,318,CDKN3
CDKN3,I2,SYBR,1963,CDKN3
CDKN3,I3,SYBR,130,CDKN3
CDKN3,I4,SYBR,1964,CDKN3
CDKN3,I5,SYBR,320,CDKN3
CDKN3,I6,SYBR,1965,CDKN3
CDKN3,I7,SYBR,321,CDKN3
CDKN3,I8,SYBR,1966,CDKN3
CDKN3,I9,SYBR,323,CDKN3
CDKN3,I10,SYBR,1967,CDKN3
CDKN3,I11,SYBR,267,CDKN3
CDKN3,I12,SYBR,1968,CDKN3
CDKN3,I13,SYBR,330,CDKN3
CDKN3,I14,SYBR,2067,CDKN3
CDKN3,I15,SYBR,332,CDKN3
CDKN3,I16,SYBR,2068,CDKN3
CDKN3,I17,SYBR,193,CDKN3
CDKN3,I18,SYBR,2069,CDKN3
CDKN3,I19,SYBR,334,CDKN3
CDKN3,I20,SYBR,2070,CDKN3
CDKN3,I21,SYBR,116,CDKN3
CDKN3,I22,SYBR,2071,CDKN3
CDKN3,I23,SYBR,338,CDKN3
CDKN3,I24,SYBR,2084,CDKN3
CDKN3,J1,SYBR,1776,CDKN3
CDKN3,J2,SYBR,2758,CDKN3
CDKN3,J3,SYBR,1777,CDKN3
CDKN3,J4,SYBR,2759,CDKN3
CDKN3,J5,SYBR,1779,CDKN3
CDKN3,J6,SYBR,2772,CDKN3
CDKN3,J7,SYBR,1780,CDKN3
CDKN3,J8,SYBR,2761,CDKN3
CDKN3,J9,SYBR,1781,CDKN3
CDKN3,J10,SYBR,2762,CDKN3
CDKN3,J11,SYBR,1784,CDKN3
CDKN3,J12,SYBR,2763,CDKN3
CDKN3,J13,SYBR,1785,CDKN3
CDKN3,J14,SYBR,2764,CDKN3
CDKN3,J15,SYBR,1786,CDKN3
CDKN3,J16,SYBR,2765,CDKN3
CDKN3,J17,SYBR,1787,CDKN3
CDKN3,J18,SYBR,2768,CDKN3
CDKN3,J19,SYBR,1788,CDKN3
CDKN3,J20,SYBR,2769,CDKN3
CDKN3,J21,SYBR,1789,CDKN3
CDKN3,J22,SYBR,2770,CDKN3
CDKN3,J23,SYBR,1790,CDKN3
CDKN3,J24,SYBR,2771,CDKN3
CDKN3,K1,SYBR,192,CDKN3
CDKN3,K2,SYBR,2085,CDKN3
CDKN3,K3,SYBR,772,CDKN3
CDKN3,K4,SYBR,2086,CDKN3
CDKN3,K5,SYBR,824,CDKN3
CDKN3,K6,SYBR,2087,CDKN3
CDKN3,K7,SYBR,346,CDKN3
CDKN3,K8,SYBR,2088,CDKN3
CDKN3,K9,SYBR,1178,CDKN3
CDKN3,K10,SYBR,2089,CDKN3
CDKN3,K11,SYBR,769,CDKN3
CDKN3,K12,SYBR,2090,CDKN3
CDKN3,K13,SYBR,764,CDKN3
CDKN3,K14,SYBR,2091,CDKN3
CDKN3,K15,SYBR,1179,CDKN3
CDKN3,K16,SYBR,2092,CDKN3
CDKN3,K17,SYBR,111,CDKN3
CDKN3,K18,SYBR,2093,CDKN3
CDKN3,K19,SYBR,194,CDKN3
CDKN3,K20,SYBR,2015,CDKN3
CDKN3,K21,SYBR,1751,CDKN3
CDKN3,K22,SYBR,2016,CDKN3
CDKN3,K23,SYBR,1752,CDKN3
CDKN3,K24,SYBR,2017,CDKN3
CDKN3,L1,SYBR,1791,CDKN3
CDKN3,L2,SYBR,2760,CDKN3
CDKN3,L3,SYBR,1792,CDKN3
CDKN3,L4,SYBR,2774,CDKN3
CDKN3,L5,SYBR,1793,CDKN3
CDKN3,L6,SYBR,2775,CDKN3
CDKN3,L7,SYBR,1794,CDKN3
CDKN3,L8,SYBR,2776,CDKN3
CDKN3,L9,SYBR,1795,CDKN3
CDKN3,L10,SYBR,2777,CDKN3
CDKN3,L11,SYBR,1796,CDKN3
CDKN3,L12,SYBR,2778,CDKN3
CDKN3,L13,SYBR,1797,CDKN3
CDKN3,L14,SYBR,2780,CDKN3
CDKN3,L15,SYBR,1798,CDKN3
CDKN3,L16,SYBR,2781,CDKN3
CDKN3,L17,SYBR,1799,CDKN3
CDKN3,L18,SYBR,2782,CDKN3
CDKN3,L19,SYBR,1800,CDKN3
CDKN3,L20,SYBR,2783,CDKN3
CDKN3,L21,SYBR,1801,CDKN3
CDKN3,L22,SYBR,2784,CDKN3
CDKN3,L23,SYBR,1802,CDKN3
CDKN3,L24,SYBR,2785,CDKN3
CDKN3,M1,SYBR,1753,CDKN3
CDKN3,M2,SYBR,2021,CDKN3
CDKN3,M3,SYBR,1754,CDKN3
CDKN3,M4,SYBR,2022,CDKN3
CDKN3,M5,SYBR,1755,CDKN3
CDKN3,M6,SYBR,2025,CDKN3
CDKN3,M7,SYBR,1756,CDKN3
CDKN3,M8,SYBR,2098,CDKN3
CDKN3,M9,SYBR,1757,CDKN3
CDKN3,M10,SYBR,2099,CDKN3
CDKN3,M11,SYBR,1758,CDKN3
CDKN3,M12,SYBR,2100,CDKN3
CDKN3,M13,SYBR,1759,CDKN3
CDKN3,M14,SYBR,2101,CDKN3
CDKN3,M15,SYBR,1760,CDKN3
CDKN3,M16,SYBR,2102,CDKN3
CDKN3,M17,SYBR,1761,CDKN3
CDKN3,M18,SYBR,2103,CDKN3
CDKN3,M19,SYBR,1762,CDKN3
CDKN3,M20,SYBR,2104,CDKN3
CDKN3,M21,SYBR,1763,CDKN3
CDKN3,M22,SYBR,2105,CDKN3
CDKN3,M23,SYBR,1764,CDKN3
CDKN3,M24,SYBR,2106,CDKN3
CDKN3,N1,SYBR,1803,CDKN3
CDKN3,N2,SYBR,2786,CDKN3
CDKN3,N3,SYBR,1804,CDKN3
CDKN3,N4,SYBR,2788,CDKN3
CDKN3,N5,SYBR,1805,CDKN3
CDKN3,N6,SYBR,2793,CDKN3
CDKN3,N7,SYBR,1806,CDKN3
CDKN3,N8,SYBR,2794,CDKN3
CDKN3,N9,SYBR,1810,CDKN3
CDKN3,N10,SYBR,2795,CDKN3
CDKN3,N11,SYBR,1811,CDKN3
CDKN3,N12,SYBR,2796,CDKN3
CDKN3,N13,SYBR,1812,CDKN3
CDKN3,N14,SYBR,STD_150000,CDKN3
CDKN3,N15,SYBR,1813,CDKN3
CDKN3,N16,SYBR,STD_150000,CDKN3
CDKN3,N17,SYBR,1815,CDKN3
CDKN3,N18,SYBR,STD_150000,CDKN3
CDKN3,N19,SYBR,1816,CDKN3
CDKN3,N20,SYBR,STD_15000,CDKN3
CDKN3,N21,SYBR,1818,CDKN3
CDKN3,N22,SYBR,STD_15000,CDKN3
CDKN3,N23,SYBR,1819,CDKN3
CDKN3,N24,SYBR,STD_15000,CDKN3
CDKN3,O1,SYBR,1765,CDKN3
CDKN3,O2,SYBR,2107,CDKN3
CDKN3,O3,SYBR,1766,CDKN3
CDKN3,O4,SYBR,2108,CDKN3
CDKN3,O5,SYBR,1767,CDKN3
CDKN3,O6,SYBR,2110,CDKN3
CDKN3,O7,SYBR,1769,CDKN3
CDKN3,O8,SYBR,2112,CDKN3
CDKN3,O9,SYBR,1770,CDKN3
CDKN3,O10,SYBR,2114,CDKN3
CDKN3,O11,SYBR,1771,CDKN3
CDKN3,O12,SYBR,2115,CDKN3
CDKN3,O13,SYBR,1772,CDKN3
CDKN3,O14,SYBR,2116,CDKN3
CDKN3,O15,SYBR,1773,CDKN3
CDKN3,O16,SYBR,2118,CDKN3
CDKN3,O17,SYBR,1879,CDKN3
CDKN3,O18,SYBR,2119,CDKN3
CDKN3,O19,SYBR,1880,CDKN3
CDKN3,O20,SYBR,2121,CDKN3
CDKN3,O21,SYBR,1881,CDKN3
CDKN3,O22,SYBR,2122,CDKN3
CDKN3,O23,SYBR,1882,CDKN3
CDKN3,O24,SYBR,2159,CDKN3
CDKN3,P1,SYBR,1820,CDKN3
CDKN3,P2,SYBR,STD_1500,CDKN3
CDKN3,P3,SYBR,1821,CDKN3
CDKN3,P4,SYBR,STD_1500,CDKN3
CDKN3,P5,SYBR,1822,CDKN3
CDKN3,P6,SYBR,STD_1500,CDKN3
CDKN3,P7,SYBR,1823,CDKN3
CDKN3,P8,SYBR,STD_150,CDKN3
CDKN3,P9,SYBR,1824,CDKN3
CDKN3,P10,SYBR,STD_150,CDKN3
CDKN3,P11,SYBR,1825,CDKN3
CDKN3,P12,SYBR,STD_150,CDKN3
CDKN3,P13,SYBR,1826,CDKN3
CDKN3,P14,SYBR,STD_15,CDKN3
CDKN3,P15,SYBR,1827,CDKN3
CDKN3,P16,SYBR,STD_15,CDKN3
CDKN3,P17,SYBR,1828,CDKN3
CDKN3,P18,SYBR,STD_15,CDKN3
CDKN3,P19,SYBR,1829,CDKN3
CDKN3,P20,SYBR,water,NA
CDKN3,P21,SYBR,1830,CDKN3
CDKN3,P22,SYBR,water,NA
CDKN3,P23,SYBR,1831,CDKN3
CDKN3,P24,SYBR,water,NA
CDH5,A1,SYBR,1495,CDH5
CDH5,A2,SYBR,1832,CDH5
CDH5,A3,SYBR,1496,CDH5
CDH5,A4,SYBR,1834,CDH5
CDH5,A5,SYBR,1497,CDH5
CDH5,A6,SYBR,1835,CDH5
CDH5,A7,SYBR,1498,CDH5
CDH5,A8,SYBR,1836,CDH5
CDH5,A9,SYBR,1499,CDH5
CDH5,A10,SYBR,1837,CDH5
CDH5,A11,SYBR,1500,CDH5
CDH5,A12,SYBR,1839,CDH5
CDH5,A13,SYBR,1501,CDH5
CDH5,A14,SYBR,1840,CDH5
CDH5,A15,SYBR,1503,CDH5
CDH5,A16,SYBR,1841,CDH5
CDH5,A17,SYBR,1507,CDH5
CDH5,A18,SYBR,1842,CDH5
CDH5,A19,SYBR,1508,CDH5
CDH5,A20,SYBR,1844,CDH5
CDH5,A21,SYBR,1510,CDH5
CDH5,A22,SYBR,1846,CDH5
CDH5,A23,SYBR,1511,CDH5
CDH5,A24,SYBR,1848,CDH5
CDH5,B1,SYBR,1883,CDH5
CDH5,B2,SYBR,2160,CDH5
CDH5,B3,SYBR,1884,CDH5
CDH5,B4,SYBR,2161,CDH5
CDH5,B5,SYBR,1885,CDH5
CDH5,B6,SYBR,2162,CDH5
CDH5,B7,SYBR,1886,CDH5
CDH5,B8,SYBR,2163,CDH5
CDH5,B9,SYBR,1887,CDH5
CDH5,B10,SYBR,2164,CDH5
CDH5,B11,SYBR,1888,CDH5
CDH5,B12,SYBR,2165,CDH5
CDH5,B13,SYBR,1889,CDH5
CDH5,B14,SYBR,2166,CDH5
CDH5,B15,SYBR,1890,CDH5
CDH5,B16,SYBR,2167,CDH5
CDH5,B17,SYBR,1891,CDH5
CDH5,B18,SYBR,2168,CDH5
CDH5,B19,SYBR,1892,CDH5
CDH5,B20,SYBR,2169,CDH5
CDH5,B21,SYBR,1893,CDH5
CDH5,B22,SYBR,2170,CDH5
CDH5,B23,SYBR,1894,CDH5
CDH5,B24,SYBR,2171,CDH5
CDH5,C1,SYBR,1512,CDH5
CDH5,C2,SYBR,1849,CDH5
CDH5,C3,SYBR,1513,CDH5
CDH5,C4,SYBR,1850,CDH5
CDH5,C5,SYBR,1514,CDH5
CDH5,C6,SYBR,1852,CDH5
CDH5,C7,SYBR,1515,CDH5
CDH5,C8,SYBR,1853,CDH5
CDH5,C9,SYBR,1516,CDH5
CDH5,C10,SYBR,1854,CDH5
CDH5,C11,SYBR,1517,CDH5
CDH5,C12,SYBR,1855,CDH5
CDH5,C13,SYBR,1535,CDH5
CDH5,C14,SYBR,1856,CDH5
CDH5,C15,SYBR,1536,CDH5
CDH5,C16,SYBR,1857,CDH5
CDH5,C17,SYBR,1538,CDH5
CDH5,C18,SYBR,1858,CDH5
CDH5,C19,SYBR,1539,CDH5
CDH5,C20,SYBR,1859,CDH5
CDH5,C21,SYBR,1540,CDH5
CDH5,C22,SYBR,1860,CDH5
CDH5,C23,SYBR,1541,CDH5
CDH5,C24,SYBR,1861,CDH5
CDH5,D1,SYBR,1895,CDH5
CDH5,D2,SYBR,2172,CDH5
CDH5,D3,SYBR,1896,CDH5
CDH5,D4,SYBR,939,CDH5
CDH5,D5,SYBR,1897,CDH5
CDH5,D6,SYBR,1136,CDH5
CDH5,D7,SYBR,1898,CDH5
CDH5,D8,SYBR,1231,CDH5
CDH5,D9,SYBR,1899,CDH5
CDH5,D10,SYBR,1687,CDH5
CDH5,D11,SYBR,1901,CDH5
CDH5,D12,SYBR,2530,CDH5
CDH5,D13,SYBR,1902,CDH5
CDH5,D14,SYBR,2659,CDH5
CDH5,D15,SYBR,1905,CDH5
CDH5,D16,SYBR,2660,CDH5
CDH5,D17,SYBR,1906,CDH5
CDH5,D18,SYBR,2661,CDH5
CDH5,D19,SYBR,1907,CDH5
CDH5,D20,SYBR,2666,CDH5
CDH5,D21,SYBR,1908,CDH5
CDH5,D22,SYBR,2709,CDH5
CDH5,D23,SYBR,1909,CDH5
CDH5,D24,SYBR,2710,CDH5
CDH5,E1,SYBR,1542,CDH5
CDH5,E2,SYBR,1939,CDH5
CDH5,E3,SYBR,1693,CDH5
CDH5,E4,SYBR,1940,CDH5
CDH5,E5,SYBR,1694,CDH5
CDH5,E6,SYBR,1941,CDH5
CDH5,E7,SYBR,1695,CDH5
CDH5,E8,SYBR,1942,CDH5
CDH5,E9,SYBR,1696,CDH5
CDH5,E10,SYBR,1943,CDH5
CDH5,E11,SYBR,1697,CDH5
CDH5,E12,SYBR,1944,CDH5
CDH5,E13,SYBR,1698,CDH5
CDH5,E14,SYBR,1945,CDH5
CDH5,E15,SYBR,1699,CDH5
CDH5,E16,SYBR,1946,CDH5
CDH5,E17,SYBR,1700,CDH5
CDH5,E18,SYBR,1947,CDH5
CDH5,E19,SYBR,1701,CDH5
CDH5,E20,SYBR,1948,CDH5
CDH5,E21,SYBR,1702,CDH5
CDH5,E22,SYBR,1949,CDH5
CDH5,E23,SYBR,1686,CDH5
CDH5,E24,SYBR,1950,CDH5
CDH5,F1,SYBR,1910,CDH5
CDH5,F2,SYBR,2711,CDH5
CDH5,F3,SYBR,1912,CDH5
CDH5,F4,SYBR,2712,CDH5
CDH5,F5,SYBR,1914,CDH5
CDH5,F6,SYBR,2713,CDH5
CDH5,F7,SYBR,1915,CDH5
CDH5,F8,SYBR,2714,CDH5
CDH5,F9,SYBR,1916,CDH5
CDH5,F10,SYBR,2715,CDH5
CDH5,F11,SYBR,1917,CDH5
CDH5,F12,SYBR,2718,CDH5
CDH5,F13,SYBR,1918,CDH5
CDH5,F14,SYBR,2719,CDH5
CDH5,F15,SYBR,1919,CDH5
CDH5,F16,SYBR,2738,CDH5
CDH5,F17,SYBR,1920,CDH5
CDH5,F18,SYBR,2742,CDH5
CDH5,F19,SYBR,1921,CDH5
CDH5,F20,SYBR,2743,CDH5
CDH5,F21,SYBR,1922,CDH5
CDH5,F22,SYBR,2745,CDH5
CDH5,F23,SYBR,1924,CDH5
CDH5,F24,SYBR,2746,CDH5
CDH5,G1,SYBR,1677,CDH5
CDH5,G2,SYBR,1951,CDH5
CDH5,G3,SYBR,1672,CDH5
CDH5,G4,SYBR,1952,CDH5
CDH5,G5,SYBR,520,CDH5
CDH5,G6,SYBR,1953,CDH5
CDH5,G7,SYBR,1716,CDH5
CDH5,G8,SYBR,1954,CDH5
